Show_Title,YouTube Playlist Link,Number of Episodes,Show_Description,Year,URL_Picture,IMDb Rating,Runtime (mins),Title Type
فلونة,https://www.youtube.com/playlist?list=PL8t6zYIrwskTGoF9otP2QsqtOtQSDUGM7,19,"تدور الأحداث حول فتاة تدعى فلونة تعيش في سويسرا مع عائلتها المكونة من الأب آرنست ـ الأم آنا ـ الأخ الأكبر فرانز ـ وصغير العائلة جاك ومعهم المربية مارش.[]

في أحد الأيام يتلقى الطبيب آرنست روبنسون رسالة من صديق له في أستراليا يطلب منه الحضور إلى أستراليا والعمل هنــاك، لحاجة البلاد إلى مزيد من الأطباء بالإضافة إلى الظروف المعيشية الجيدة هناك. وقررت العائلة الرحيل إلى أستراليا.

كان الأب الطبيب روبنسون يعالج الفقراء مجاناً، في حين كانت الأم آنا ربة منزل ومعاونة للطبيب، أما الأخ الأكبر فرانز فكان يطمح لأن يصبح موسيقارا والصغير جاك.
",1981.0,https://upload.wikimedia.org/wikipedia/ar/1/19/%D9%81%D9%84%D9%88%D9%86%D8%A9.jpg,,,
بن 10,https://www.youtube.com/playlist?list=PLZ7_aOchBijqH38VCclb0ATJmHnUZVSMk,49,بن تينيسون وهو فتى في العاشرة من عمره، يحب ألعاب الفيديو، وخاصة لعبة «سومو سلامر ساموراي» يكتسب جهاز غريبة تشبه ساعة (أومنيتريكس) الذي تسمح له للتحول إلى عشرة مخلوقات غريبة مختلفة. الأشرار يلاحقون بن تن لاخذ الساعة ويقوم بن بمحاربتهم ويساعده في ذلك كل من جده وجوين، يقع أحيانًا في بعض الأخطاء، إلا أنه سرعان ما يستدرك الأمر، وينجح في إصلاح الأمور مؤدي الصوت هي:هزار الحرك، وتزيد مساعدة الناس لبن ضد أكبر خطر في الكون وهو الهايبريد ولكن بن دائما يفوز بمساعدة اصدقائه الكثر على طول حلقات المسلسل الجد ماكس جد كل من «بن» و«جوين»، ويرافقهما دائمًا في أثناء العطلة، ويساعدهما على تطوير وتنمية مهارتهما.,2005.0,https://m.media-amazon.com/images/S/pv-target-images/b35ee2e64161c3b02194239c70b8fa1a83bd7552d4e52c927c47308659fbe005.jpg,7.5,22.0,TV Series
بينك بانتر,https://www.youtube.com/watch?v=VWtly8u-6-M&list=PLH3DGplhNZKx7-xCM9IFVhlec5PBGa7FK,60,مسلسل رسوم متحركة للاطفال أمريكي والمسلسل عبارة عن حلقات منفصلة للنمر الوردي. عُرِضَ المسلسل لأول مره عام 1993 واستمر حتى 1996. دُبْلِجَ المسلسل إلى العربية بواسطة مركز الزهرة وعرض على قناة سبيس تون وعرض على شبكة المجد الفضائية في عام 2011 باسم «النمر الوردي»,1993.0,https://upload.wikimedia.org/wikipedia/ar/5/55/%D8%A8%D9%8A%D9%86%D9%83_%D8%A8%D8%A7%D9%86%D8%AA%D8%B1.jpg,6.8,30.0,TV Series
كوكوتاما,https://www.youtube.com/playlist?list=PLbwI0LE0f2MHHYwVAw5Gd37ElkSuCFFwi,86,كانت هناك طفلة تدعى «نسمة»، نظرًا لاهتمامها بأشيائها تخرج من تلك الأشياء مخلوقات تدعى «كوكوتاما»، تفاجئ «نسمة» بأول كوكوتاما يخرج من قلم التلوين الأخضر الذي يدعى «محظوظ»، فيشرح لها ماهي بيضة الكوكوتاما، ومن ذلك الحين ووقعت عقدا معه وصار «محظوظ» صديقًا وفيًا لـ«نسمة» بعدها تخرج العديد من الكوكوتاما واحدة تلو الآخرى وتصير أصدقاء نسمة لكن احيانا تقع الكوكوتاما في موقف متقارب على كشف أسرارهم لكن نسمة في كل مرة تواجه الموقف وتمنعهم بالكثير من الحيل التي تلاحظ ان حالتها غريبة,2018.0,https://upload.wikimedia.org/wikipedia/ar/0/02/%D9%83%D9%88%D9%83%D9%88%D8%AA%D8%A7%D9%85%D8%A7.jpg,,20.0,TV Series
تايني تون,https://www.youtube.com/watch?v=r0TIV3T90TA&list=PL8z83F9FkQAzk3wXFT9yq1S5CUjh9lhKZ,98,تدور القصة حول بلدة خيالية من آكمي أكيرس. حيث توجد شخصيات Looney Tunes . حضرت شخصيات أكمي في جامعة Looniversity . تتكون الجامعة من الدعائم الأساسية لها ومنهم (باغز باني، دافي، سيلفستر وغيرهم من الشخصيات الكلاسيكية). وقد تأسست الجامعة لتعليم كيفية جعل الشخصيات الكرتونية لتصبح مضحكة.,1990.0,https://upload.wikimedia.org/wikipedia/ar/b/ba/Tiny_Toon_Adventures.jpg,7.5,21.0,TV Series
جريندايزر,https://www.youtube.com/watch?v=z0QgchjAQJk&list=PLeiIoGADoj3RTdYqV797FaxVn_RcoLuv1,74,فكرة المسلسل قائمة على الصراع بين الخير والشر، يمثل الشر فيغا الكبير وهو قائد فضائي شرير يسكن في سفينته الفضائية في الفضاء الخارجي هدفه السيطرة على جميع كواكب الكون، يستخدم فيغا في هجومه على الكواكب الأخرى رجالا آليين وروبوتات ضخمة، وفي يوم من الأيام يقوم فيغا الكبير بغزو كوكب فليد المسالم لكن يتمكن دوق فليد وهو ابن ملك الكوكب فليد الهرب من خلال سرقة الغرندايزر الذي كان يطور على كوكب فليد المتقدم علمياً ويقود غرندايزر إلى الفضاء الخارجي إلى أن يسقط بعد أيام متعبا على كوكب الأرض ويعثر عليه الدكتور آمون رئيس مركز أبحاث الفضاء في اليابان ويقوم بتبني دوق فليد دون الإفصاح عن حقيقة شخصيته ويطلق عليه اسم دايسكي، تبدأ أحداث المسلسل عندما يجهِّز فيغا الكبير خطته لغزو الأرض ويتفاجأ فيغا بوجود غرندايزر على الأرض. ينضم إلى جانب دوق فليد أبطال آخرون لمساندة غرندايزر وهم كوجي ومن ثم هيكارو وماريا أخت الدوق فليد، وفي نهاية المسلسل يتمكن دوق فليد وفريقه من القضاء على فيغا الكبير وأسطوله وفي الحلقة الأخيرة يغادر دوق فليد وأخته ماريا الأرض عائدين إلى وطنهما الأصلي كوكب فليد، لكنهما يعدان أصدقائهم بالعودة في يوما ما,1975.0,https://upload.wikimedia.org/wikipedia/ar/5/5d/UFO_Robo_Grendizer.jpg,8.4,26.0,TV Series
لغز مارتن,https://www.youtube.com/watch?v=lq8Nf8tFyXU&list=PLeiUWL1iKAnDMklzFnJWHmHbrKqt4lqRn,52,يتعين على مارتن أن يوقف الحشرات الغامضة التي تهاجم بلدة نائية في ألبرتا بادلاندز بمساعدة ملكة تقذف الأحماض ونيزك مشع من مجرة ​​المرأة المسلسلة. يركز المسلسل على الشخصية الرئيسية «مارتن مستري» واخته الغير شقيقة من الأب «ديانا لومبارد».بحسب القصة فإن بعد وفاة ام مارتن تزوج والده بأم ديانا. طالبان في المدرسة الثانوية في مدينة شيربروك، جنوب مقاطعة كيبك الكندية. ويعمل الاخوان لصالح منظمة سرية يُشار لها بـالمركز (The Center). هدف المركز هو حماية كوكب الأرض من التهديدات الخارقة لطبيعة.,2005.0,https://upload.wikimedia.org/wikipedia/ar/6/67/Martin_Mystery.png,,,
مهري الصغير,https://www.youtube.com/watch?v=5dT6SwLvOLU&list=PL1nyAPNajRtTAbEnz9BrdTfdWDUSOkupl,200, الرسوم المتحركة لمسلسل التلفزيوني الأطفال ايرلندي-أميريكي على أساس امتياز هاسبرو مهرتي الصغيرة. إنه الوريث والعرض المنبثق لـ مهرتي الصغيرة: الصداقة سحر لعام 2010 وسلسلة الرسوم المتحركة الخامسة القائمة على الامتياز بشكل عام. المسلسل من إنتاج بولدر ميديا ليميتد وانترتاينمنت وان، ويتميز بأسلوب رسوم متحركة مختلف وشريحة من قصة الحياة . تركز السلسلة أيضًا على موضوع كوميدي أكثر من سابقتها. [] على عكس الصداقة سحر، تبلغ مدة كل حلقة 11 دقيقة، وتتألف من جزأين مدة كل منهما خمس دقائق. سيتم عرض المسلسل لأول مرة في الولايات المتحدة في 7 تشرين الثاني 2020 على ديسكوفيري فاميلي,2020.0,https://i.ytimg.com/vi/vA6F-rU6ras/maxresdefault.jpg,,,
ستروبيري شورت كيك 3,https://www.youtube.com/watch?v=x8hDMVxuXJE&list=PL6qIRw7Wstve29CkKRCbTLY9poojxqdOO,24,تنتقل ستروبيري للعيش في أرض ساحرة لتحقق حلمها، حيث تلتقي بأصدقاء يشاركوها أجمل المغامرات برفقة حيواناتهم اللطيفة في عالم مليء بالنكهات اللذيذة والفريدة 😋,2008.0,https://upload.wikimedia.org/wikipedia/ar/f/ff/Strawberry_Shortcake_2003_Logo.png,,,
أبناء الوطن,https://www.youtube.com/watch?v=jucHVW2s72U&list=PLKOMXgkGMN71fniShuNowevHoc_AMb2OU,10,مسلسل رسوم متحركة أمريكي. عرض لأول مره في 2 سبتمبر 2002 واستمر حتى 3 أبريل 2003. تم دبلجة المسلسل للغة العربية بواسطة مركز الزهرة وعرض على قناة سبيس تون.,2002.0,https://upload.wikimedia.org/wikipedia/ar/e/e1/%D8%A3%D8%A8%D9%86%D8%A7%D8%A1_%D8%A7%D9%84%D9%88%D8%B7%D9%86.jpg,7.9,30.0,TV Series
ساندوكان,https://www.youtube.com/watch?v=qZGI2eAbFVA&list=PLac6irFIOYhP_bO9rQxyNLQi3Dg3N5Hol,23,مسلسل رسوم متحركة اسباني ايطالي كوري حكايته مبنية على رواية ساندوكان للكاتب الإيطالي إيميليو سالغاري، عرض لأول مرة عام 1998 يتكون من 26 حلقة وتمت دبلجة المسلسل للغة العربية بواسطة إستديوهات غزال ,2006.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Tigri_1900.jpg/450px-Tigri_1900.jpg,,20.0,TV Series
الثابتون,https://www.youtube.com/watch?v=JIoGpucI3pk&list=PLIIKZb16e0puypcuNxAO5bfJshNZqhPuD,12,تدور أحداث هذه السلسلة حول ثلاثة أولاد من المدرسة الابتدائية مهمتهم هي مساعدة الفتيات عند الخطر ومغامرتهم في المدرسة، وزعيم هذه المجموعة الصغيرة هو (Nokoru). تبدأ أحداث القصة في يوم بينما يلاحظ أحد الأولاد امرأة تبكي، فيهب مع صديقاه لإنقاذها وهذا ما دعاهم إلى تشكيل محققي مدرسة كلامب، بينما تتناول السلسلة حول هذا الثلاثي الخاص لمساعدة أي فتاة تكون في خطر، لكن لاحقاً تصبح المسألة أكثر جدية.,1997.0,https://upload.wikimedia.org/wikipedia/ar/2/2f/%D8%A7%D9%84%D8%AB%D8%A7%D8%A8%D8%AA%D9%88%D9%86.jpg,7.4,,TV Series
جنى,https://www.youtube.com/watch?v=bdqVPFyMFxU&list=PLKvSfuIVM6un9NbyxS7REd9eCsHyS4ez1,20,نوّار فتاة نشيطة تتصرف كالصبيان، تعيش في بيت السيدة أمينة في «تل الزهور» مع أطفال مثلها يربونهم على حسن الخلق ويتلقون العلم أيضاً ومهناً متنوعة، كما أنهم ينمّون مواهب كل واحد منهم. أمنية نوّار أن تصبح طبيبة، وقد قررت ذلك بعد أن جرّبت كثيراً من المهن والأعمال. لكن عصرها يمنع الفتاة من مزاولة مهنة الطب، وهذا قد أعطاها شعوراً بالإحباط، لكن السيدة أمينة ساعدتها على تخطي ذلك، وأقنعت الجميع بوجوب وجود فتاة طبيبة في المجتمع. وكبرت نوّار وحققت أمنيتها.,1993.0,https://upload.wikimedia.org/wikipedia/ar/d/d9/%D9%83%D8%B1%D8%AA%D9%88%D9%86_%D9%86%D9%88%D8%A7%D8%B1.jpg,7.5,24.0,TV Series
دبدوب المحبوب 2,https://www.youtube.com/watch?v=C3-D15Y-MoA&list=PLRRHefWr4tHeVxlO4Dw3_hY73J4Uq_BIg,25,دبدوب المحبوب هو مسلسل رسوم متحركة كندي من إنتاج شركة أشياء البرية للإنتاج وشركة نيلفانا، تم عرض المسلسل لأول مرة في 6 نوفمبر 1995 واستمر عرضه حتى 7 نوفمبر 2003. وتمت دبلجة المسلسل للغة العربية بواسطة مركز الزهرة وعرض على قناة سبيس تون,2003.0,https://upload.wikimedia.org/wikipedia/ar/0/02/%D8%AF%D8%A8%D8%AF%D9%88%D8%A8_%D8%A7%D9%84%D9%85%D8%AD%D8%A8%D9%88%D8%A8.jpg,,30.0,TV Series
الدراج المقنع,https://www.youtube.com/watch?v=Ws_gGyWZ5_I&list=PLY9z0L2TKhLKSKXXlxmshLium0xxBDbpw,50,تدور القصة عن كيدو شينجي الذي غير اسمه في الدبلجة العربية إلى يوجي الصحفي الذي يحصل على احدا بطاقة الدراجين فيجد نفسه وسط صراع بين الدرجين إلى حد الموت !,2002.0,https://upload.wikimedia.org/wikipedia/ar/1/14/%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%AC_%D8%A7%D9%84%D9%85%D9%82%D9%86%D8%B9.png,8.0,25.0,TV Series
دروبي مع دو ري مي,https://www.youtube.com/watch?v=IwdauDV_Kb4&list=PLRe6a4yTL-RJxXPbjeZkbcJnhzQBdolxu,51,"
تتحدث القصة عن فتاة تدعى رفيف تبلغ من العمر 8 سنه تحلم بأن تصبح ساحره فتتحقق لها أمنيتها عندما تدخل لأحد المتاجر, وتتعرف على فتاتان في المدرسه صفاء وليلى حيث تكشف لهم سرها أنها ساحره مبتدئة فيرغبان في الإنضام لها.
جميعهم سيخضعون لإمتحانات كي ينجحوا ليصبحوا ساحرات والتدريبات ستكون صعبة وبالطبع سيساعدهم طبطب ولالا وهم شخصيات من المسلسل وفي قانون الساحرات إن تعرف أحد من البشر على شخصيات الساحرات ستتحول الساحرة إلى ضفدع",1999.0,https://i.ytimg.com/vi/IwdauDV_Kb4/maxresdefault.jpg,6.6,24.0,TV Series
كاليميرو,https://www.youtube.com/watch?v=yNPuMdaLbSU&list=PLbwI0LE0f2MFADgQXz38UnCr7FP__EfZw,26,كاليميرو هو فرخ دجاج صغير لونه أسود، ويرتدي نصف قشرة بيضته على رأسه. كل حلقة من المسلسل هي عن حدث أو مغامرة لكاليميرو مع أصدقائه.,1992.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRp7vZxVZreAY-rhoSoFwEE2uv3LTavZ5K7pg&s,7.2,30.0,TV Series
أسرار الغابة,https://www.youtube.com/watch?v=y9lVXN5ogFc&list=PLQP03I9fS2V_JiB35AmiUaOc8Dn_J1o1z,24,"يقوم بسرد أسرار الغابة دب محبوب يستمتع برواية القصص المفيدة والمسلية لباقي الحيوانات التي تنصت إليه بإهتمام وعناية كبيرين ، ويقوم الدب بكشف الكثير من الأسرار التي تحيط بالغابه وشريعتها وكيفية تلائم الحيوانات في الغابة وتعايشها مع بعضها البعض. ، قصص مسلية تنتهي بعبرة أو حكمة يستفيد منه الجميع ولاسيما حين نعلم طريقة العيش في الغابة.
",1999.0,https://upload.wikimedia.org/wikipedia/ar/5/55/%D8%A3%D8%B3%D8%B1%D8%A7%D8%B1_%D8%A7%D9%84%D8%BA%D8%A7%D8%A8%D8%A9.jpg,8.7,,TV Series
الجاسوسات 1,https://www.youtube.com/watch?v=WFnUdsYFEC4&list=PLJfpX4B1O9VrImonYnuEptDVXMPckgz7W,26,الجاسوسات هن ثلاث فتيات في الثانوية أصبحن عميلات سريَّات دون قصد من هنّ، وعليهن الجمع بين أداء الواجبات والمذاكرة والالتزام الدراسي، ومهامهن كجاسوسات يحاربن الشر ويحاولن إنقاذ العالم. الفتيات الثلاثة «أليكس» و«كلوفر» و«سام» أصبحن عميلات مثاليات يتتبعن الشر مع التوأم «تيري» و«جيري»، ويتحرّرن من وصاية «ووب»، ويدْعَمْن «لاموس» ضده، وها هو «ديفيد» يعود أكثر عنفًا وشراسة مما كان عليه في الأجزاء السابقة.,2001.0,https://upload.wikimedia.org/wikipedia/ar/e/e4/Totally_Spies%21.jpg,,30.0,TV Series
الجاسوسات 2,https://www.youtube.com/watch?v=qUqog3fku-Y&list=PLJfpX4B1O9VrbFohtz4Ia_Maq2ufUjetZ,26,الجاسوسات هن ثلاث فتيات في الثانوية أصبحن عميلات سريَّات دون قصد من هنّ، وعليهن الجمع بين أداء الواجبات والمذاكرة والالتزام الدراسي، ومهامهن كجاسوسات يحاربن الشر ويحاولن إنقاذ العالم. الفتيات الثلاثة «أليكس» و«كلوفر» و«سام» أصبحن عميلات مثاليات يتتبعن الشر مع التوأم «تيري» و«جيري»، ويتحرّرن من وصاية «ووب»، ويدْعَمْن «لاموس» ضده، وها هو «ديفيد» يعود أكثر عنفًا وشراسة مما كان عليه في الأجزاء السابقة.,2006.0,https://upload.wikimedia.org/wikipedia/ar/e/e4/Totally_Spies%21.jpg,,30.0,TV Series
الجاسوسات 4,https://www.youtube.com/watch?v=52fPEOulLQ8&list=PLJfpX4B1O9VoRBfLu59PKEajmC1KY5bLF,26,الجاسوسات هن ثلاث فتيات في الثانوية أصبحن عميلات سريَّات دون قصد من هنّ، وعليهن الجمع بين أداء الواجبات والمذاكرة والالتزام الدراسي، ومهامهن كجاسوسات يحاربن الشر ويحاولن إنقاذ العالم. الفتيات الثلاثة «أليكس» و«كلوفر» و«سام» أصبحن عميلات مثاليات يتتبعن الشر مع التوأم «تيري» و«جيري»، ويتحرّرن من وصاية «ووب»، ويدْعَمْن «لاموس» ضده، وها هو «ديفيد» يعود أكثر عنفًا وشراسة مما كان عليه في الأجزاء السابقة.,2014.0,https://upload.wikimedia.org/wikipedia/ar/e/e4/Totally_Spies%21.jpg,,30.0,TV Series
الجاسوسات جميع حلقات المسلسل,https://www.youtube.com/watch?v=52fPEOulLQ8&list=PLJfpX4B1O9VoRBfLu59PKEajmC1KY5bLF,130,الجاسوسات هن ثلاث فتيات في الثانوية أصبحن عميلات سريَّات دون قصد من هنّ، وعليهن الجمع بين أداء الواجبات والمذاكرة والالتزام الدراسي، ومهامهن كجاسوسات يحاربن الشر ويحاولن إنقاذ العالم. الفتيات الثلاثة «أليكس» و«كلوفر» و«سام» أصبحن عميلات مثاليات يتتبعن الشر مع التوأم «تيري» و«جيري»، ويتحرّرن من وصاية «ووب»، ويدْعَمْن «لاموس» ضده، وها هو «ديفيد» يعود أكثر عنفًا وشراسة مما كان عليه في الأجزاء السابقة.,2015.0,https://upload.wikimedia.org/wikipedia/ar/e/e4/Totally_Spies%21.jpg,,12.0,TV Series
علماء المسلمين,https://www.youtube.com/playlist?list=PLG7hgjybLl7p430ZAycCU1y0SA1rA8ojF,18,يسلط مسلسل علماء المسلمين الضوء على سيرة رجال وعلماء أجلاّء أناروا تاريخ الأمة الإسلامية بمؤلفاتهم وإنجازاتهم في مجالات متعددة مثل الفلك والعلوم والهندسة والطب، وشكّلوا محطات بارزة في مسيرتها نحو الرقيّ والازدهار. «علماء المسلمين» عمل هامّ ومتميّز موجّه إلى الأطفال العرب والمسلمين خاصة وإلى الأسرة العربية عامة، وهو يدعو مجتمعنا العربي للرجوع إلى القيم الأساسية والتمسّك بها، مثل حب العلم وقبول الآخر والمثابرة والإخلاص.,2015.0,https://darelizza.com/sitenouveau/wp-content/uploads/2020/07/DCA-479-2D.jpg,,60.0,TV Series
سراج حروف عربية,https://www.youtube.com/playlist?list=PLLdtHbbo-dIZ2JDfD4KqBWFYItj31135H,8,هيا بنا نذهب مع راشد ونورة في رحلة  لتعلم حروف اللغة العربية، وهذه الحلقة من كارتون سراج نتعلم عن الحروف . كارتون سراج مسلسل تربوي ثلاثي الأبعاد لتعلّم الحروف الأبجدية ,2018.0,https://i.ytimg.com/vi/jEcS7xBIFQ4/mqdefault.jpg,,20.0,TV Series
رحلة الخلود - كارتون إسلامي,https://www.youtube.com/watch?v=C2dmbay1OQg&list=PLAH7U83pEqF9i3bRFZUf9z4pLleA68TO8&index=3,1,القصة الحقيقية لاصحاب الاخدود التي رواها النبي محمد صلى الله عليه وسلم مفسرا آيات سورة البروج {قُتِلَ أَصْحَابُ الْأُخْدُودِ (4) النَّارِ ذَاتِ الْوَقُودِ (5) إِذْ هُمْ عَلَيْهَا قُعُودٌ (6) وَهُمْ عَلَى مَا يَفْعَلُونَ بِالْمُؤْمِنِينَ شُهُودٌ (7)}صدق الله العظيم، وهي في زمن ملك ظالم عن فتى تعلم السحر وقابل يوما في طريقه راهبا (أو شخص متدين) وكيف آمن بالله واستطاع بذكائه وجرأته أن يكشف ألاعيب ساحر الملك وخداعه وزيف أعماله.,1992.0,https://upload.wikimedia.org/wikipedia/ar/f/f7/The_Boy_and_the_King_DVD_cover.jpg,,75.0,Film
برنامج عمر وإخوته,https://www.youtube.com/playlist?list=PL9fuSKWFtROjydWqAZh-xACVqF-ZPKst-,74,"الكرتوني الإسلامي الشهير ""عمر وإخوته"" و""عائشة وصديقاتها"" بمناسبة شهر رمضان المبارك! استمتعوا مع أطفالكم بقيم ومبادئ الإسلام من خلال هذه الرسوم المتحركة المميزة.",2023.0,https://i.ytimg.com/vi/LUBG_jApe8g/maxresdefault.jpg,,6.0,TV Series
